"region","innvandringskategori","landbakgrunn","Personer 2013","Personer 2014","Personer 2015","Personer 2016","Personer 2017","Andel av befolkningen (prosent) 2013","Andel av befolkningen (prosent) 2014","Andel av befolkningen (prosent) 2015","Andel av befolkningen (prosent) 2016","Andel av befolkningen (prosent) 2017"
"1857 Værøy","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Sverige",3,3,3,5,5,0.40,0.26,0.26,0.65,0.67
"1857 Værøy","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1857 Værøy","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1858 Moskenes (1916-1975)","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Danmark",6,6,6,6,6,0.44,0.44,0.44,0.45,0.44
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Finland",6,6,5,5,5,0.44,0.44,0.37,0.37,0.37
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Sverige",4,4,4,4,5,0.29,0.29,0.29,0.30,0.37
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",0,0,0,3,0,0.00,0.00,0.00,0.07,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Danmark",6,6,6,6,6,0.44,0.44,0.44,0.45,0.44
"1859 Flakstad","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Finland",5,5,5,5,5,0.36,0.37,0.37,0.37,0.37
"1859 Flakstad","Innvandrere","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Sverige",4,4,4,4,5,0.29,0.29,0.29,0.30,0.37
"1859 Flakstad","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Sverige",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1859 Flakstad","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Danmark",16,17,19,14,18,0.15,0.15,0.17,0.13,0.16
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Finland",9,8,8,5,4,0.08,0.07,0.07,0.04,0.04
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,3,0,3,3,0.00,0.01,0.00,0.02,0.03
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Island",3,3,3,6,10,0.03,0.02,0.02,0.05,0.09
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Sverige",39,42,41,43,45,0.36,0.38,0.37,0.38,0.40
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",3,4,3,0,0,0.01,0.04,0.01,0.00,0.00
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",3,5,7,11,9,0.03,0.05,0.06,0.10,0.08
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Estland",0,3,0,9,8,0.00,0.02,0.00,0.08,0.07
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",7,6,7,5,5,0.06,0.05,0.06,0.04,0.04
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere","Danmark",16,17,19,14,18,0.15,0.15,0.17,0.13,0.16
"1860 Vestvågøy","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere","Finland",8,7,7,4,3,0.07,0.06,0.06,0.04,0.03
"1860 Vestvågøy","Innvandrere","Færøyene",0,0,3,3,3,0.00,0.00,0.01,0.01,0.02
"1860 Vestvågøy","Innvandrere","Island",3,3,3,5,8,0.03,0.02,0.02,0.04,0.07
"1860 Vestvågøy","Innvandrere","Sverige",37,40,39,40,42,0.34,0.36,0.35,0.36,0.37
"1860 Vestvågøy","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere","Bosnia-Hercegovina",3,4,0,0,0,0.01,0.04,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere","Bulgaria",3,5,7,10,8,0.03,0.05,0.06,0.09,0.07
"1860 Vestvågøy","Innvandrere","Estland",0,3,0,9,8,0.00,0.02,0.00,0.08,0.07
"1860 Vestvågøy","Innvandrere","Frankrike",7,6,7,5,5,0.06,0.05,0.06,0.04,0.04
"1860 Vestvågøy","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Finland",0,0,0,3,0,0.00,0.00,0.00,0.01,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Island",0,0,0,0,3,0.00,0.00,0.00,0.00,0.02
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Sverige",3,3,3,3,3,0.02,0.02,0.02,0.03,0.03
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1860 Vestvågøy","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Danmark",25,27,27,28,29,0.27,0.29,0.29,0.30,0.31
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Finland",12,12,11,11,13,0.13,0.13,0.12,0.12,0.14
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,3,0,0,0,0.00,0.01,0.00,0.00,0.00
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Island",12,12,13,13,13,0.13,0.13,0.14,0.14,0.14
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Sverige",57,61,67,74,80,0.62,0.66,0.72,0.79,0.85
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Bosnia-Hercegovina",8,7,8,7,6,0.09,0.08,0.09,0.07,0.06
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Bulgaria",3,6,7,8,15,0.03,0.07,0.08,0.09,0.16
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Estland",6,5,4,5,5,0.07,0.05,0.04,0.05,0.05
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Frankrike",4,4,4,3,6,0.04,0.04,0.04,0.03,0.06
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere og norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere","Danmark",25,27,27,28,29,0.27,0.29,0.29,0.30,0.31
"1865 Vågan","Innvandrere","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere","Finland",12,12,11,11,13,0.13,0.13,0.12,0.12,0.14
"1865 Vågan","Innvandrere","Færøyene",0,3,0,0,0,0.00,0.01,0.00,0.00,0.00
"1865 Vågan","Innvandrere","Island",12,12,13,13,13,0.13,0.13,0.14,0.14,0.14
"1865 Vågan","Innvandrere","Sverige",53,56,61,67,72,0.58,0.61,0.66,0.72,0.76
"1865 Vågan","Innvandrere","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere","Bosnia-Hercegovina",7,6,7,6,5,0.08,0.07,0.08,0.06,0.05
"1865 Vågan","Innvandrere","Bulgaria",3,6,6,7,13,0.03,0.07,0.06,0.07,0.14
"1865 Vågan","Innvandrere","Estland",6,5,4,5,5,0.07,0.05,0.04,0.05,0.05
"1865 Vågan","Innvandrere","Frankrike",4,4,4,3,6,0.04,0.04,0.04,0.03,0.06
"1865 Vågan","Innvandrere","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Innvandrere","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Danmark",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Finland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Island",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Sverige",4,5,6,7,8,0.04,0.05,0.06,0.07,0.08
"1865 Vågan","Norskfødte med innvandrerforeldre","Albania",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Andorra",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Belgia",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Bosnia-Hercegovina",0,3,0,0,0,0.00,0.01,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Bulgaria",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Estland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Frankrike",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Gibraltar",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1865 Vågan","Norskfødte med innvandrerforeldre","Guernsey",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Danmark",12,14,14,11,11,0.15,0.17,0.17,0.14,0.14
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Grønland",0,0,0,0,0,0.00,0.00,0.00,0.00,0.00
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Finland",7,6,6,8,5,0.09,0.07,0.07,0.10,0.06
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Færøyene",0,0,0,0,3,0.00,0.00,0.00,0.00,0.01
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Island",5,9,4,3,3,0.06,0.11,0.05,0.04,0.04
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Sverige",15,18,15,18,15,0.19,0.22,0.19,0.22,0.19
"1866 Hadsel","Innvandrere og norskfødte med innvandrerforeldre","Albania",9,9,9,9,8,0.11,0.11,0.11,0.11,0.10
